竹外桃花三两枝，春江水暖鸭先知。,/mingju/juv_1f8e289cc923.aspx,苏轼《惠崇春江晚景 / 惠崇春江晓景》,/shiwenv_84b5b3488790.aspx
十年磨一剑，霜刃未曾试。,/mingju/juv_415645baae9a.aspx,贾岛《剑客 / 述剑》,/shiwenv_6eb36c4ece81.aspx
呜呼！楚虽三户能亡秦，岂有堂堂中国空无人！,/mingju/juv_83a81f256d0d.aspx,陆游《金错刀行》,/shiwenv_e86ad372580b.aspx
无可奈何花落去，似曾相识燕归来。,/mingju/juv_b47df92ece13.aspx,晏殊《浣溪沙·一曲新词酒一杯》,/shiwenv_eda29e11ff49.aspx
夕阳无限好，只是近黄昏。,/mingju/juv_29e0264c40ea.aspx,李商隐《乐游原 / 登乐游原》,/shiwenv_ee9af27de9f2.aspx
梅须逊雪三分白，雪却输梅一段香。,/mingju/juv_93c5740f2340.aspx,卢梅坡《雪梅·其一》,/shiwenv_8f1be8b774c2.aspx
长风破浪会有时，直挂云帆济沧海。,/mingju/juv_4a21691b5041.aspx,李白《行路难·其一》,/shiwenv_870828ca8aaa.aspx
苟利国家生死以，岂因祸福避趋之！,/mingju/juv_78589a952744.aspx,林则徐《赴戍登程口占示家人·其二》,/shiwenv_205bdb29d21f.aspx
露从今夜白，月是故乡明。,/mingju/juv_33663a7ce8ae.aspx,杜甫《月夜忆舍弟》,/shiwenv_ad6f7cfa10c2.aspx
世人结交须黄金，黄金不多交不深。,/mingju/juv_a08e961ac572.aspx,张谓《题长安壁主人》,/shiwenv_f3dfd88ea154.aspx
遇酒且呵呵，人生能几何！,/mingju/juv_48ceb167fc31.aspx,韦庄《菩萨蛮·劝君今夜须沈醉》,/shiwenv_117d24b290c9.aspx
待到秋来九月八，我花开后百花杀。,/mingju/juv_f81c0148299f.aspx,黄巢《不第后赋菊》,/shiwenv_32bfa9757c62.aspx
天长地久有时尽，此恨绵绵无绝期。,/mingju/juv_43dcacca2459.aspx,白居易《长恨歌》,/shiwenv_09d31b73b44d.aspx
纸上得来终觉浅，绝知此事要躬行。,/mingju/juv_bc2e9eb921c8.aspx,陆游《冬夜读书示子聿》,/shiwenv_51c560529d2a.aspx
把酒祝东风。且共从容。,/mingju/juv_2441ebfcdc54.aspx,欧阳修《浪淘沙·把酒祝东风》,/shiwenv_3f09584ea709.aspx
物是人非事事休，欲语泪先流。,/mingju/juv_997e7259c761.aspx,李清照《武陵春·春晚》,/shiwenv_cd236de1e210.aspx
酒入愁肠，化作相思泪。,/mingju/juv_766ae260c89c.aspx,范仲淹《苏幕遮·怀旧》,/shiwenv_0bfac067dd8e.aspx
欲把相思说似谁，浅情人不知。,/mingju/juv_2865187a5500.aspx,晏几道《长相思·长相思》,/shiwenv_82efd742cede.aspx
沉舟侧畔千帆过，病树前头万木春。,/mingju/juv_6e302ea2a16a.aspx,刘禹锡《酬乐天扬州初逢席上见赠》,/shiwenv_f6c40e3d4893.aspx
山重水复疑无路，柳暗花明又一村。,/mingju/juv_861088287ca4.aspx,陆游《游山西村》,/shiwenv_09294abb5f67.aspx
相见时难别亦难，东风无力百花残。,/mingju/juv_7bb68e3ef39a.aspx,李商隐《无题·相见时难别亦难》,/shiwenv_1a4c484f9364.aspx
相思只在：丁香枝上，豆蔻梢头。,/mingju/juv_ad0afe3c375b.aspx,王雱《眼儿媚·杨柳丝丝弄轻柔》,/shiwenv_a5d0d1487395.aspx
系我一生心，负你千行泪。,/mingju/juv_0dcc6ab9dfc7.aspx,柳永《忆帝京·薄衾小枕凉天气》,/shiwenv_bfc1dc27dc68.aspx
曾与美人桥上别，恨无消息到今朝。,/mingju/juv_ed7c214348a1.aspx,刘禹锡《杨柳枝 / 柳枝词》,/shiwenv_25018504451e.aspx
肠已断，泪难收。相思重上小红楼。,/mingju/juv_e698cb9472ea.aspx,辛弃疾《鹧鸪天·晚日寒鸦一片愁》,/shiwenv_1da16040c5e0.aspx
春心莫共花争发，一寸相思一寸灰！,/mingju/juv_b2483f998285.aspx,李商隐《无题·飒飒东风细雨来》,/shiwenv_ebdbde03b7f9.aspx
山外青山楼外楼，西湖歌舞几时休？,/mingju/juv_38d823fbdd02.aspx,林升《题临安邸》,/shiwenv_63f2cb1073ff.aspx
流水落花春去也，天上人间。,/mingju/juv_f16fcb5f6657.aspx,李煜《浪淘沙令·帘外雨潺潺》,/shiwenv_07be0fb0e7a4.aspx
山一程，水一程，身向榆关那畔行，夜深千帐灯。,/mingju/juv_d5d20c5c30ff.aspx,纳兰性德《长相思·山一程》,/shiwenv_0a4d69889c65.aspx
晓看天色暮看云，行也思君，坐也思君。,/mingju/juv_23fccdb0f64e.aspx,唐寅《一剪梅·雨打梨花深闭门》,/shiwenv_826758a2d666.aspx
花无人戴，酒无人劝，醉也无人管。,/mingju/juv_8e39715b7a58.aspx,黄公绍《青玉案·年年社日停针线》,/shiwenv_57753f2021ff.aspx
伤心桥下春波绿，曾是惊鸿照影来。,/mingju/juv_e58de98ee39c.aspx,陆游《沈园二首》,/shiwenv_c69e5720e858.aspx
寻寻觅觅，冷冷清清，凄凄惨惨戚戚。,/mingju/juv_f6b3d581c91d.aspx,李清照《声声慢·寻寻觅觅》,/shiwenv_f82821b9d569.aspx
相思了无益，悔当初相见。,/mingju/juv_fee9e3f8bdb6.aspx,朱彝尊《忆少年·飞花时节》,/shiwenv_ca24efbd41b8.aspx
少年易老学难成，一寸光阴不可轻。,/mingju/juv_94dc95cec487.aspx,朱熹《劝学诗 / 偶成》,/shiwenv_85ebee46dc2c.aspx
兰有秀兮菊有芳，怀佳人兮不能忘。,/mingju/juv_3c0c9d801d21.aspx,刘彻《秋风辞》,/shiwenv_515f5c1f245b.aspx
无边落木萧萧下，不尽长江滚滚来。,/mingju/juv_1adf451b2021.aspx,杜甫《登高》,/shiwenv_eeb217f8cb2d.aspx
韶华不为少年留。恨悠悠。几时休。,/mingju/juv_3f918b7325ed.aspx,秦观《江城子·西城杨柳弄春柔》,/shiwenv_cf1f67cae9d7.aspx
慈母手中线，游子身上衣。,/mingju/juv_a9415c2d8030.aspx,孟郊《游子吟 / 迎母漂上作》,/shiwenv_161d06b0b556.aspx
洛阳亲友如相问，一片冰心在玉壶。,/mingju/juv_9e5303bde8dd.aspx,王昌龄《芙蓉楼送辛渐》,/shiwenv_f433a64dd504.aspx
落叶他乡树，寒灯独夜人。,/mingju/juv_8343255230bf.aspx,马戴《灞上秋居》,/shiwenv_5d0d8b3c1111.aspx
读书不觉已春深，一寸光阴一寸金。,/mingju/juv_6dbc7f7db686.aspx,王贞白《白鹿洞二首·其一》,/shiwenv_0564d7f8b06b.aspx
旧时王谢堂前燕，飞入寻常百姓家。,/mingju/juv_49e09b0a35ae.aspx,刘禹锡《乌衣巷》,/shiwenv_8b671db8c10d.aspx
力拔山兮气盖世。时不利兮骓不逝。,/mingju/juv_091059026810.aspx,项羽《垓下歌》,/shiwenv_7b0679dcf4a4.aspx
窈窕淑女，君子好逑。,/mingju/juv_7a5951b1f5e1.aspx,佚名《关雎》,/shiwenv_4c5705b99143.aspx
会当凌绝顶，一览众山小。,/mingju/juv_c0049817607a.aspx,杜甫《望岳》,/shiwenv_efec283b31e0.aspx
悠悠天宇旷，切切故乡情。,/mingju/juv_e89645d16b18.aspx,张九龄《西江夜行》,/shiwenv_2e2f7f03191d.aspx
但愿人长久，千里共婵娟。,/mingju/juv_f907abbd9ffc.aspx,苏轼《水调歌头·丙辰中秋》,/shiwenv_632c5beb84eb.aspx
天街小雨润如酥，草色遥看近却无。,/mingju/juv_4c0e77d957e4.aspx,韩愈《早春呈水部张十八员外 / 初春小雨 / 早春》,/shiwenv_7e09f12b287c.aspx
采菊东篱下，悠然见南山。,/mingju/juv_b786e1fb7cde.aspx,陶渊明《饮酒·其五》,/shiwenv_5b90a9bb5230.aspx
渐行渐远渐无书，水阔鱼沉何处问。,/mingju/juv_8d38ab19ecc6.aspx,欧阳修《玉楼春·别后不知君远近》,/shiwenv_fe34d4125f89.aspx
结发为夫妻，恩爱两不疑。,/mingju/juv_043f0a1116f2.aspx,佚名《留别妻》,/shiwenv_2dd3daf34fd9.aspx
无情不似多情苦。一寸还成千万缕。,/mingju/juv_73019f134b86.aspx,晏殊《玉楼春·春恨》,/shiwenv_2a96e54dae55.aspx
明月几时有？把酒问青天。,/mingju/juv_6283e7d54eac.aspx,苏轼《水调歌头·丙辰中秋》,/shiwenv_632c5beb84eb.aspx
以色事他人，能得几时好。,/mingju/juv_62699718a295.aspx,李白《妾薄命》,/shiwenv_a3ab60f1f510.aspx
劝君更尽一杯酒，西出阳关无故人。,/mingju/juv_8cbbb95330c1.aspx,王维《渭城曲 / 送元二使安西》,/shiwenv_12a2295aa76b.aspx
试问岭南应不好。却道。此心安处是吾乡。,/mingju/juv_ef87b650b0f3.aspx,苏轼《少年游·南海归赠王定国侍人寓娘》,/shiwenv_f08f2f570c7d.aspx
海内存知己，天涯若比邻。,/mingju/juv_fdf6b01307fd.aspx,王勃《送杜少府之任蜀州 / 送杜少府之任蜀川》,/shiwenv_5775c79bcd34.aspx
